0,test_vector_chub10_coremask_15_lmcopy,vector_chub10_coremask_15_lmcopy,test_vector_chub10,chub10,run_block_chub_test,focus on fused batch normalization + scale,N/A,"kaleido -s 30x30x3 -f conv:f7s2p3k16_bn:,conv:f7s2p3k64_bn:",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,15,N/A,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
1,test_vector_chub11_coremask_15_tolerance_256_lmcopy,vector_chub11_coremask_15_lmcopy,test_vector_chub11,chub11,run_block_chub_test,"appeding single pooling after the first vector layer, using same image and weight data as the first vector. Activation data size: input 20x20x3 -> conv output 14x14x64 -> p-max output 12x12x64;",N/A,"kaleido -b 4 -s 20x20x3 -f conv:f7s1p0k16,pool:max-f3s1p0,conv:f7s1p0k128",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,15,256,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
2,test_vector_chub12_coremask_15_tolerance_256_lmcopy,vector_chub12_coremask_15_lmcopy,test_vector_chub12,chub12,run_block_chub_test,"pooling_instr.waitLMCpy (conv + pooling + conv,)",N/A,"kaleido -s 30x30x3 -f conv:f3s1p0k16_bn:_act:relu,pool:max-f3s2p0,conv:f7s2p3k256_bn:_act:relu",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,15,256,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
3,test_vector_chub13_coremask_15_lmcopy,vector_chub13_coremask_15_lmcopy,test_vector_chub13,chub13,run_block_chub_test,focus on ReLU,N/A,"kaleido -s 40x40x3 -f conv:f3s1p0k16_bn:_act:relu,conv:f7s2p3k64_bn:_act:relu",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,15,N/A,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
4,test_vector_chub14_4batch_coremask_15_tolerance_2_lmcopy,vector_chub14_4batch_coremask_15_lmcopy,test_vector_chub14_4batch,chub14_4batch,run_block_chub_test,"focus on the slice operation. 8 input channels. 
apply slice point 7 on input and slice point 1 on convolution result. Element-wise multiply (prod) the second slice of input with the first slice of convolution result.",N/A,"kaleido -b 4 -s 30x30x8 -f conv:f3s1p1k64,slice:c0-1[merge:mul]const:w30h30c8,slice:c6-7",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,15,2,0,TRUE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
5,test_vector_chub14_coremask_15_tolerance_2_lmcopy,vector_chub14_coremask_15_lmcopy,test_vector_chub14,chub14,run_block_chub_test,"focus on the slice operation. 8 input channels. 
apply slice point 7 on input and slice point 1 on convolution result. Element-wise multiply (prod) the second slice of input with the first slice of convolution result.",N/A,"kaleido -s 30x30x8 -f conv:f3s1p1k64,slice:c0-1[merge:mul]const:w30h30c8,slice:c6-7",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,15,2,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
6,test_vector_chub15_coremask_13_tolerance_inf_lmcopy,vector_chub15_coremask_13_lmcopy,test_vector_chub15,chub15,run_block_chub_test,"element wise add, with fused BNScale and ReLU",N/A,"kaleido -b 5 -s 30x30x3 -f conv:f7s2p3k256_bn:_act:relu_ew:in,conv:f1s1p0k256_bn:_act:relu,conv:f3s1p1k256_bn:_ew:add_act:relu",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,13,inf,0,TRUE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
7,test_vector_chub15_coremask_15_tolerance_inf_lmcopy,vector_chub15_coremask_15_lmcopy,test_vector_chub15,chub15,run_block_chub_test,"element wise add, with fused BNScale and ReLU",N/A,"kaleido -b 5 -s 30x30x3 -f conv:f7s2p3k256_bn:_act:relu_ew:in,conv:f1s1p0k256_bn:_act:relu,conv:f3s1p1k256_bn:_ew:add_act:relu",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,15,inf,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
8,test_vector_chub15_coremask_3_tolerance_inf_lmcopy,vector_chub15_coremask_3_lmcopy,test_vector_chub15,chub15,run_block_chub_test,"element wise add, with fused BNScale and ReLU",N/A,"kaleido -s 30x30x3 -f conv:f7s2p3k128_bn:_act:relu_ew:in,conv:f1s1p0k128_bn:_act:relu,conv:f3s1p1k128_bn:_ew:add_act:relu",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,3,inf,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
9,test_vector_chub16_coremask_15_tolerance_inf_lmcopy,vector_chub16_coremask_15_lmcopy,test_vector_chub16,chub16,run_block_chub_test,ResNet50 test with smaller image. Activation data size: input 56x224x3 -> conv output 28x112x64 -> p-max output 14x56x64 -> conv output 14x56x256 -> conv output 14x56x64 -> conv output 14x56x64,N/A,"kaleido -s 56x224x3 -f conv:f7s2p3k64_bn:_act:relu,pool:max-f3s2p0,conv:f1s1p0k256_bn:,conv:f1s1p0k64_bn:_act:relu",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,15,inf,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
10,test_vector_chub17_coremask_15_lmcopy,vector_chub17_coremask_15_lmcopy,test_vector_chub17,chub17,run_block_chub_test,concatenate first two layers then do convolution,N/A,"kaleido -s 30x30x3 -f conv:f7s2p3k80[merge:concat],pool:max-f3s1p1{forward}conv:f3s1p1k32 -T 2",N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,master,N/A,15,N/A,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
11,test_vector_chub1_coremask_10_lmcopy,vector_chub1_coremask_10_lmcopy,test_vector_chub1,chub1,run_block_chub_test,N/A,N/A,"kaleido -b 4 -s 30x30x3 -f conv:f3s1p0k16,conv:f3s1p0k512",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,10,N/A,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
12,test_vector_chub1_coremask_3_lmcopy,vector_chub1_coremask_3_lmcopy,test_vector_chub1,chub1,run_block_chub_test,N/A,N/A,"kaleido -b 4 -s 30x30x3 -f conv:f3s1p0k16,conv:f3s1p0k512",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,3,N/A,0,TRUE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
13,test_vector_chub1_coremask_7_lmcopy,vector_chub1_coremask_7_lmcopy,test_vector_chub1,chub1,run_block_chub_test,N/A,N/A,"kaleido -b 4 -s 30x30x3 -f conv:f3s1p0k16,conv:f3s1p0k512",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,7,N/A,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
14,test_vector_chub2_coremask_15_tolerance_3_lmcopy,vector_chub2_coremask_15_lmcopy,test_vector_chub2,chub2,run_block_chub_test,N/A,N/A,"kaleido -b 4 -s 224x16x3 -f conv:f3s1p0k16,conv:f3s1p0k384",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,15,3,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
15,test_vector_chub2_coremask_9_tolerance_3_lmcopy,vector_chub2_coremask_9_lmcopy,test_vector_chub2,chub2,run_block_chub_test,N/A,N/A,"kaleido -b 4 -s 224x16x3 -f conv:f3s1p0k16,conv:f3s1p0k384",N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,master,N/A,9,3,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
16,test_vector_chub34_coremask_15_tolerance_inf_lmcopy,vector_chub34_coremask_15_lmcopy,test_vector_chub34,chub34,run_block_chub_test,N/A,N/A,kaleido -b 6 -s 70x39x95 -f conv:f1s1p0k256:_out:qint16,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,master,N/A,15,inf,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
17,test_vector_chub35_coremask_15_ismatrix_lmcopy,vector_chub35_coremask_15_ismatrix_lmcopy,test_vector_chub35,chub35,run_block_chub_test,same core lmcpy (with srcSubAddr) + cross core lmcpy ,N/A,"kaleido -x n1w14c328 -f slice:c64-128,matmul:c64k512",N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,master,matrix,15,N/A,0,FALSE,FALSE,1,0,N/A,50,0,2019/1/7 16:00,2019/4/12 17:39
18,test_vector_chub36_coremask_7_lmcopy,vector_chub36_coremask_7_lmcopy,test_vector_chub36,chub36,run_block_chub_test,lcmpy with non-zero srcSliceID,N/A,"kaleido -b 4 -s 24x12x256 -f slice:c32-160,conv:f1s1p0k128,conv:f1s1p0k32",N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,master,N/A,7,N/A,0,FALSE,FALSE,1,0,N/A,50,0,2019/1/7 16:00,2019/4/12 17:39
19,test_vector_chub37_coremask_15_ismatrix_lmcopy,vector_chub37_coremask_15_ismatrix_lmcopy,test_vector_chub37,chub37,run_block_chub_test,16bit same core lmcpy (with srcSubAddr) + cross core lmcpy ,N/A,"kaleido -x n1w32c300 -m int16 -f slice:c48-128,matmul:c80k256",N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,master,matrix,15,N/A,0,FALSE,FALSE,1,1,N/A,50,0,2019/1/7 16:00,2019/4/12 17:39
20,test_vector_chub38_coremask_15_ismatrix_lmcopy,vector_chub38_coremask_15_ismatrix_lmcopy,test_vector_chub38,chub38,run_block_chub_test,16bit lmcpy + trans mixed,N/A,kaleido -x w15c108 -m int16 -f matmul:c108k80_bias:_out:int8[merge:matmul_out:qint16]matmul:c108k80_bias:_trans:_out:int8,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,master,matrix,15,N/A,0,FALSE,FALSE,1,0,N/A,50,0,2019/1/7 16:00,2019/4/12 17:39
21,test_vector_chub3_coremask_15_tolerance_inf_lmcopy,vector_chub3_coremask_15_lmcopy,test_vector_chub3,chub3,run_block_chub_test,N/A,N/A,"kaleido -b 2 -s 7x7x3 -f conv:f2s1p0k512,conv:f1s1p0k256,conv:f1s1p0k512 -T 2",N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,master,N/A,15,inf,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
22,test_vector_chub4_coremask_15_tolerance_inf_lmcopy,vector_chub4_coremask_15_lmcopy,test_vector_chub4,chub4,run_block_chub_test,N/A,N/A,"kaleido -b 1 -s 30x30x3 -f conv:f1s1p0k16,conv:f2s1p0k512,conv:f1s1p0k32",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,15,inf,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
23,test_vector_chub5_coremask_5_tolerance_inf_lmcopy,vector_chub5_coremask_5_lmcopy,test_vector_chub5,chub5,run_block_chub_test,N/A,N/A,"kaleido -b 2 -s 7x7x128 -f conv:f1s1p0k16,conv:f1s1p0k512",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,5,inf,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
24,test_vector_chub6_coremask_15_tolerance_inf_lmcopy,vector_chub6_coremask_15_lmcopy,test_vector_chub6,chub6,run_block_chub_test,N/A,N/A,"kaleido -b 3 -s 30x30x3 -f conv:f3s1p0k16,conv:f3s1p0k512,conv:f3s1p0k16",N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,master,N/A,15,inf,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
25,test_vector_chub7_coremask_15_lmcopy,vector_chub7_coremask_15_lmcopy,test_vector_chub7,chub7,run_block_chub_test,N/A,N/A,"kaleido -b 13 -s 15x30x60 -f conv:f1s1p0k16,conv:f2s1p0k512",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,15,N/A,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
26,test_vector_chub8_coremask_15_lmcopy,vector_chub8_coremask_15_lmcopy,test_vector_chub8,chub8,run_block_chub_test,"global pooling, Activation data size: input 30x30x3 -> conv output 15x15x256 -> conv output 7x7x256 -> global p-ave output 1x1x256;",N/A,"kaleido -b 4 -s 20x20x3 -f conv:f7s1p0k180,pool:max-f3s1p0",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,15,N/A,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
27,test_vector_chub9_coremask_15_tolerance_inf_lmcopy,vector_chub9_coremask_15_lmcopy,test_vector_chub9,chub9,run_block_chub_test,"deconvolution, 2x2 stride 2",N/A,"kaleido -b 4 -s 33x33x3 -f conv:f7s2p3k64,deconv:f2s2p0k64",N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,N/A,15,inf,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
28,test_vector_chub_18_coremask_15_tolerance_inf_lmcopy,vector_chub_18_coremask_15_lmcopy,test_vector_chub_18,chub_18,run_block_chub_test,16bit conv,N/A,kaleido -b 4 -s 7x7x256 -f conv:f1s1p0k256:_out:qint16,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,master,N/A,15,inf,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
29,test_vector_chub_19_coremask_15_ismatrix_lmcopy,vector_chub_19_coremask_15_ismatrix_lmcopy,test_vector_chub_19,chub_19,run_block_chub_test,w<=32,N/A,kaleido -x n1w32c640 -f matmul:c640k640n1,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,master,matrix,15,N/A,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
30,test_vector_chub_21_coremask_15_tolerance_inf_ismatrix_lmcopy,vector_chub_21_coremask_15_ismatrix_lmcopy,test_vector_chub_21,chub_21,run_block_chub_test,w<=16 for 16bits,N/A,kaleido -m int16 -x n1w32c640 -f matmul:c640k128n1_out:qint16,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,master,matrix,15,inf,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
31,test_vector_chub_22_coremask_12_ismatrix_lmcopy,vector_chub_22_coremask_12_ismatrix_lmcopy,test_vector_chub_22,chub_22,run_block_chub_test,N/A,N/A,kaleido -m int16 -x n1w32c640 -f matmul:c640k128n1,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,master,matrix,12,N/A,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
32,test_vector_chub_23_coremask_15_tolerance_inf_lmcopy,vector_chub_23_coremask_15_lmcopy,test_vector_chub_23,chub_23,run_block_chub_test,index src/dst conv,N/A,"kaleido -s 32x32x64 -f pool:roia-o7s4b3,conv:f3s1p1k512",N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,master,N/A,15,inf,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
33,test_vector_chub_25_coremask_15_ismatrix_lmcopy,vector_chub_25_coremask_15_ismatrix_lmcopy,test_vector_chub_25,chub_25,run_block_chub_test,N/A,N/A,kaleido -x n1w32c66 -f matmul:c66k95n1,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,matrix,15,N/A,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
34,test_vector_chub_26_coremask_14_tolerance_inf_ismatrix_lmcopy,vector_chub_26_coremask_14_ismatrix_lmcopy,test_vector_chub_26,chub_26,run_block_chub_test,N/A,N/A,kaleido -x n1w32c66 -f matmul:c66k95n1_out:qint16,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,master,matrix,14,inf,0,FALSE,FALSE,1,0,N/A,50,0,2018/12/19 16:00,2019/4/12 17:39
